files_accessed,data_transfer_mb,usb_copy_frequency,hour_of_day,is_anomaly
783,2883.1469118723035,30,21,1.0
17,3.142040359331152,0,13,0.0
22,5.398499144592432,2,13,0.0
19,10.167311904444862,0,9,0.0
17,16.186813438862043,1,17,0.0
23,5.522937055209992,1,17,0.0
21,9.1051329227412,2,14,0.0
11,0.4076780149507192,1,13,0.0
32,5.435807301359345,0,13,0.0
562,4424.660869364938,21,0,1.0
15,41.173010501123215,2,13,0.0
456,838.2135440213818,31,2,1.0
18,0.5615805894076391,0,17,0.0
26,16.487109459851663,1,9,0.0
22,16.774063328595236,0,16,0.0
15,16.684765942617595,0,15,0.0
17,13.547778303680309,0,11,0.0
21,0.005981176715128857,1,9,0.0
540,2991.403480996557,16,3,1.0
26,4.1359752037536195,1,15,0.0
16,0.8857567742582315,0,13,0.0
19,15.143463339760519,3,11,0.0
24,75.25203436032187,1,11,0.0
19,7.169900902175578,0,14,0.0
22,4.117000737415673,2,14,0.0
13,3.551420481359635,4,13,0.0
21,13.288881574772894,1,16,0.0
769,1656.5253956342476,12,3,1.0
23,5.5302735672140955,1,15,0.0
22,13.372430555351212,2,13,0.0
24,18.56700398734173,0,17,0.0
16,9.933974908264565,3,11,0.0
21,12.988800343725943,1,17,0.0
19,0.8692882554323832,0,14,0.0
18,1.9925314004922976,0,14,0.0
25,0.2973724455794852,1,13,0.0
32,13.821555413046656,0,10,0.0
790,4268.836919141481,18,0,1.0
17,3.8278370448899897,2,11,0.0
18,20.030073013188275,2,17,0.0
732,1100.284650233642,17,1,1.0
21,54.36471237663443,2,17,0.0
15,0.5910461153638691,1,10,0.0
19,7.668851632250164,0,10,0.0
19,12.483228618901174,0,15,0.0
17,1.1923073864586062,0,11,0.0
18,0.35792217449236685,0,12,0.0
541,3621.5771673704226,16,0,1.0
717,2657.8874872458,12,1,1.0
21,7.889886328531671,1,11,0.0
21,8.670948786926992,1,12,0.0
22,3.948523832916688,1,16,0.0
17,9.425397625891,1,16,0.0
30,24.171687299102487,1,16,0.0
17,11.065902774487231,1,11,0.0
24,2.305231992809348,4,15,0.0
18,0.6283921189922631,1,13,0.0
21,2.1962846393892854,2,17,0.0
18,7.112277339379046,1,14,0.0
24,1.8216778481419555,0,11,0.0
18,1.5784869825637542,1,16,0.0
22,1.585366345000549,0,17,0.0
7,60.628588417014804,0,12,0.0
15,20.74637353958813,0,16,0.0
665,3463.8012903339245,27,21,1.0
21,1.3480093149507733,2,12,0.0
24,4.753227220355632,0,17,0.0
7,3.536216078176968,0,9,0.0
23,18.578574260826592,0,9,0.0
22,4.399909858823777,1,11,0.0
20,1.7637275001240553,2,9,0.0
19,2.3489786258445373,2,15,0.0
31,7.298430096471216,1,10,0.0
13,12.17502089059536,2,11,0.0
17,0.5342583508901313,0,14,0.0
19,3.011700141513138,0,16,0.0
23,1.6400743025106448,2,14,0.0
23,34.194995605254086,2,17,0.0
22,0.12075645280140085,1,17,0.0
17,5.199869211441635,3,15,0.0
18,2.1088001471667797,1,14,0.0
13,1.0665648797073595,2,9,0.0
11,29.40353121782458,0,17,0.0
441,1952.0066187937366,37,0,1.0
13,14.287846935734477,0,17,0.0
814,1290.3115159797717,36,1,1.0
25,1.794698387367111,1,11,0.0
19,7.107125202527044,0,9,0.0
22,4.412536827376751,1,15,0.0
24,8.640871910500847,0,10,0.0
28,1.3161151228938672,0,17,0.0
21,10.964561131275943,0,13,0.0
21,28.644020229109,1,15,0.0
16,10.448543531271234,0,14,0.0
15,0.5375195367858119,1,16,0.0
21,7.499037362026554,0,15,0.0
12,12.66089943645751,0,14,0.0
21,44.33242117742316,3,10,0.0
25,2.9791020022182573,0,12,0.0
9,2.282369865434577,2,14,0.0
24,2.5919990441900524,1,13,0.0
14,9.224827892971913,0,9,0.0
17,6.42754388673347,0,9,0.0
23,0.4015750682000012,0,14,0.0
21,8.467627661557925,1,15,0.0
21,18.485725765198076,1,12,0.0
18,5.011896898549628,0,12,0.0
23,40.71422074678638,0,10,0.0
19,13.45464087165402,0,11,0.0
12,9.602275388403696,1,13,0.0
12,12.849309175001373,1,16,0.0
18,1.8482401140114892,2,17,0.0
19,0.806501542336196,2,15,0.0
20,27.51422970318241,1,10,0.0
12,0.35038033681934044,0,9,0.0
18,6.641064587952706,0,11,0.0
18,7.511528927398087,3,16,0.0
23,4.3106991778420936,0,15,0.0
26,1.2450302892333251,1,16,0.0
25,21.277511699010834,1,14,0.0
19,9.682022408988972,0,14,0.0
322,1989.3330696130174,31,22,1.0
24,4.307934830300976,0,14,0.0
19,21.33985158334065,0,9,0.0
27,4.301898593818507,2,12,0.0
21,7.1234809030182,1,9,0.0
10,6.998599218911432,1,14,0.0
29,3.6949639261205762,2,10,0.0
18,3.9977693713109668,1,17,0.0
24,15.915524286430596,0,12,0.0
22,5.04271279544665,1,16,0.0
20,8.824583046410202,1,13,0.0
18,29.718301722020076,1,10,0.0
22,12.092040152918223,1,13,0.0
20,4.318754942649553,0,15,0.0
10,18.676311581706283,1,13,0.0
16,0.17057454652931803,0,9,0.0
18,30.937058483875916,1,10,0.0
18,13.600532722136844,0,16,0.0
26,9.16919454727911,2,13,0.0
19,15.554894701613511,2,14,0.0
9,3.223656902879484,1,9,0.0
17,19.419220329561004,1,13,0.0
22,9.879717054620766,3,10,0.0
16,0.6534248038480917,0,13,0.0
17,9.066935563182682,3,13,0.0
20,10.141851785009315,2,9,0.0
20,2.4021704555933256,1,15,0.0
18,1.2553202576137343,1,16,0.0
24,1.3067588713908926,1,14,0.0
13,19.56163282114705,0,9,0.0
14,1.5738933978565648,1,14,0.0
19,8.833438344635727,0,10,0.0
20,1.3559271469184235,1,10,0.0
14,2.7113087588043507,1,16,0.0
25,3.7346208665024316,0,17,0.0
20,3.370614696265288,0,14,0.0
20,16.017351800499128,2,15,0.0
23,8.814265963178634,3,12,0.0
25,0.754410315239231,0,13,0.0
21,4.194490535165588,1,11,0.0
18,34.21240245228931,0,13,0.0
22,0.1819351175536264,1,16,0.0
21,31.733796466924385,1,12,0.0
18,1.648512737393055,1,11,0.0
16,18.032900525854966,1,17,0.0
15,6.175058456833166,2,12,0.0
14,15.80532535921241,2,10,0.0
24,0.5605120310915178,2,17,0.0
18,34.55203737297697,0,12,0.0
22,6.154729710720278,2,16,0.0
20,22.76891209370531,0,11,0.0
24,33.67315458987348,0,9,0.0
22,24.071698891524832,1,10,0.0
24,14.821010312317478,1,11,0.0
19,1.2099982699549117,0,10,0.0
24,19.635828121542204,2,12,0.0
21,5.29545210803004,1,16,0.0
21,0.7264456192996025,1,9,0.0
20,0.5735463100539238,0,17,0.0
16,1.6933417186405975,1,15,0.0
24,5.254310358730866,0,11,0.0
27,1.9345160674555428,1,15,0.0
16,3.3205239306205243,1,14,0.0
19,8.724416383427991,2,10,0.0
26,8.192051557654432,3,10,0.0
16,12.64700490305277,1,17,0.0
24,4.113008385172028,0,13,0.0
15,4.018438215585191,2,14,0.0
24,6.131601287606566,1,15,0.0
17,12.557048609797414,2,14,0.0
15,0.9373186109627052,1,9,0.0
25,16.20871513383434,1,14,0.0
21,2.683805666415673,0,13,0.0
24,4.091966084663726,2,13,0.0
22,7.982342250726595,0,12,0.0
17,0.5024610075075022,1,14,0.0
21,8.976983444081588,1,13,0.0
23,6.771321564776775,2,15,0.0
24,1.4351899382185629,0,13,0.0
17,2.1813136421354478,0,10,0.0
19,6.640359653935747,1,10,0.0
266,951.2891261550755,39,20,1.0
491,2263.802630639685,15,3,1.0
14,19.279049719064467,0,10,0.0
17,6.068903676830766,1,15,0.0
16,2.9391984146417465,1,17,0.0
35,3.372643572226335,0,14,0.0
20,19.935546984847477,0,14,0.0
20,42.40578042643612,2,10,0.0
14,7.978795716699965,2,11,0.0
901,3732.2277447282227,39,0,1.0
21,12.949368975022342,2,12,0.0
20,12.64294035716798,2,9,0.0
20,0.4620244783014457,2,14,0.0
25,4.759466228302757,1,10,0.0
29,9.943027627774297,2,16,0.0
23,8.314765365449189,1,11,0.0
20,0.4074130252984888,1,16,0.0
23,23.63521270206953,0,16,0.0
19,8.19020330158421,0,16,0.0
15,0.9007326511467504,2,13,0.0
15,29.135093309244205,0,13,0.0
14,0.505509308122376,3,9,0.0
18,5.760753081965301,0,9,0.0
15,0.8107881576375628,1,10,0.0
20,30.058545632917646,0,12,0.0
20,13.336001120802155,1,14,0.0
21,39.85746239712025,1,16,0.0
13,3.8980309050500237,1,15,0.0
20,3.799454886266291,1,17,0.0
220,4658.368703408435,35,0,1.0
16,6.712896590224158,0,11,0.0
14,8.492954214491728,0,14,0.0
13,14.352089111459303,1,9,0.0
30,4.547081502536261,0,15,0.0
16,24.101271436331906,1,12,0.0
21,7.747777020854885,1,12,0.0
18,13.533521142439284,0,11,0.0
17,10.096274955153442,0,17,0.0
23,4.845392801568471,0,10,0.0
16,18.463871430522527,1,10,0.0
19,9.048929382595185,0,11,0.0
29,4.653461003327483,1,11,0.0
32,4.453872370520719,2,17,0.0
22,0.9477120065051476,1,17,0.0
19,1.2414461829769188,2,11,0.0
15,12.5057635177767,2,14,0.0
18,4.640548312913647,1,10,0.0
17,1.1638002329705779,2,16,0.0
25,9.098844027249767,1,13,0.0
25,40.44559498914576,1,17,0.0
25,6.018725875234385,1,9,0.0
20,5.941558868895468,2,14,0.0
24,14.360293774129016,0,14,0.0
18,9.496309904213051,2,17,0.0
18,5.381299272979129,0,15,0.0
24,5.859786853873907,1,12,0.0
26,1.5336259623197113,1,10,0.0
23,5.4599791795618575,1,16,0.0
30,12.632341661615545,1,12,0.0
12,13.39135122372504,0,14,0.0
24,0.8689109281468552,1,17,0.0
18,1.2017101076727734,1,11,0.0
22,7.647704065903582,0,14,0.0
15,65.43672451233795,1,12,0.0
18,0.4405650005242228,0,16,0.0
26,6.866551554436495,1,16,0.0
20,5.790383385345262,0,9,0.0
16,4.409248197386067,0,13,0.0
16,16.75850035864825,2,10,0.0
18,5.885213137801088,0,17,0.0
21,13.414971234034583,2,13,0.0
16,1.206389033008978,0,11,0.0
25,4.061302248539729,2,17,0.0
18,22.51393726698347,1,17,0.0
14,10.85396478458099,0,14,0.0
11,7.706238097116965,0,11,0.0
20,27.39455572571274,2,17,0.0
23,18.34759944844268,0,15,0.0
24,5.846402834969434,2,11,0.0
23,5.203953077789556,1,13,0.0
22,18.253535032869074,0,15,0.0
16,3.3576061363750065,1,10,0.0
14,11.064477813737863,0,12,0.0
14,34.71976041608512,0,10,0.0
17,0.9510317225448017,1,9,0.0
23,7.866469166426685,2,15,0.0
17,7.486760102428195,1,14,0.0
26,33.979558226125086,1,9,0.0
29,5.757496857634068,1,10,0.0
23,18.980052745393984,0,15,0.0
16,13.496291453419673,0,16,0.0
14,18.269703530129696,0,9,0.0
23,8.602321026954753,0,10,0.0
18,10.199160886323018,0,15,0.0
12,0.9060301285840527,0,11,0.0
17,13.807446237673979,1,17,0.0
18,4.516199407153104,2,15,0.0
19,15.985211246967781,1,11,0.0
18,12.149665279329646,1,13,0.0
16,0.6592033540715676,0,13,0.0
15,3.764449821263705,3,12,0.0
19,1.501838337478074,1,9,0.0
18,3.120392307307135,3,14,0.0
17,11.821380553414716,0,17,0.0
14,19.8747967623259,2,17,0.0
24,2.540964112951039,1,16,0.0
19,1.4896135134272794,1,10,0.0
19,3.42107260823604,2,9,0.0
22,0.09128573888656558,0,13,0.0
12,0.38250987322470087,0,16,0.0
15,10.194365611778085,1,10,0.0
11,21.7679369010487,1,16,0.0
23,1.282631792111805,2,9,0.0
19,6.739574653890302,2,16,0.0
23,1.921068185401972,0,10,0.0
28,3.856861768094852,0,9,0.0
34,22.377762376637058,1,16,0.0
18,2.722513548749383,1,13,0.0
18,2.5591154590333423,0,13,0.0
14,5.627270545611838,0,10,0.0
19,25.352292708595755,1,12,0.0
29,1.0795518950794378,2,9,0.0
17,10.460661964280916,2,15,0.0
13,0.17653117415832129,1,12,0.0
22,10.37143852827889,1,11,0.0
17,1.9211130585570826,1,17,0.0
892,4702.1810756327695,14,3,1.0
18,11.873455829771036,1,10,0.0
17,5.592315127740618,0,9,0.0
24,18.52432606785986,1,17,0.0
15,4.8534602614303335,0,15,0.0
16,0.370175202151218,2,14,0.0
21,6.379516038605493,1,13,0.0
15,0.5438853820967644,1,13,0.0
19,18.86983363836401,2,11,0.0
31,4.188931492316493,1,10,0.0
21,10.294778822389869,2,9,0.0
18,4.085801751399959,1,12,0.0
20,8.937132017998028,3,16,0.0
16,17.537000869278753,1,15,0.0
16,2.168419096436577,1,15,0.0
22,7.602937030641939,1,14,0.0
17,2.3789478290788644,2,9,0.0
15,4.776123500007623,1,16,0.0
27,4.1325569521736885,1,11,0.0
15,4.8146667071622335,1,15,0.0
721,3072.1501188352363,10,3,1.0
17,8.41543907163059,0,12,0.0
18,33.820261045140306,1,11,0.0
12,6.970455797169077,0,12,0.0
16,4.054148991744415,3,12,0.0
25,14.362727779971749,2,12,0.0
16,17.509456695605756,1,12,0.0
519,3223.139885612905,17,3,1.0
21,9.244373826138894,1,11,0.0
21,15.669088045621532,1,12,0.0
21,16.483132069787295,1,15,0.0
23,4.124878817001322,1,11,0.0
16,3.30557983775405,2,11,0.0
617,2410.8978708907234,40,2,1.0
30,3.1706639240307894,0,10,0.0
17,2.085409400216103,0,11,0.0
20,14.549841844393697,0,13,0.0
268,1951.6027752650102,24,22,1.0
16,4.897544243402848,4,11,0.0
22,25.324497441644933,0,10,0.0
957,808.2840530369858,32,0,1.0
25,4.565760833998401,1,13,0.0
29,2.3458040929594244,1,14,0.0
25,5.67113688923094,2,10,0.0
20,3.4372607815508744,0,13,0.0
22,24.631641405374737,0,9,0.0
27,6.714804103862675,0,15,0.0
25,24.3956012709857,3,9,0.0
14,5.21655249638398,1,9,0.0
24,0.4999552507890129,2,9,0.0
23,20.689213499470284,1,12,0.0
15,4.034681565204138,0,10,0.0
17,3.4129431239945185,0,14,0.0
221,1691.4522818513944,24,23,1.0
21,7.280117309645197,1,9,0.0
20,8.645441715821153,0,16,0.0
22,5.8801899381336185,2,14,0.0
25,7.313639198622727,2,9,0.0
18,7.10250685793965,1,9,0.0
15,6.793036956154765,0,12,0.0
17,30.662165290749186,0,12,0.0
20,3.1788756254620107,2,13,0.0
19,12.455596926124358,0,10,0.0
16,6.606762829884718,2,16,0.0
21,2.2916465314160703,1,17,0.0
648,1533.1428900163235,14,23,1.0
21,22.823435050455757,1,16,0.0
24,2.0552093908722244,3,14,0.0
21,12.983513506207151,1,15,0.0
19,3.079491184502587,1,13,0.0
22,14.534837431308587,0,9,0.0
16,0.5667780187349984,0,13,0.0
15,7.521683720353625,1,9,0.0
23,4.946874631923913,1,10,0.0
22,0.5147789070858623,0,13,0.0
860,4325.949417208944,32,0,1.0
25,9.37032811071555,0,9,0.0
13,3.771139238267266,1,17,0.0
18,10.028804020557985,1,9,0.0
24,2.1671487418012996,0,13,0.0
20,47.82425751957565,0,15,0.0
255,3993.267488082318,36,22,1.0
21,4.569662988092903,3,15,0.0
25,19.390093682703647,1,10,0.0
29,39.097978508358096,1,10,0.0
15,32.717097512450295,1,11,0.0
25,10.293961998398009,1,11,0.0
9,7.891068667626502,1,12,0.0
25,16.840748280565037,1,15,0.0
13,29.636437182826345,1,11,0.0
22,4.870317913667741,3,9,0.0
25,4.890759423149503,2,16,0.0
15,35.09042871201905,1,15,0.0
19,12.542003125027056,3,16,0.0
18,14.443285838790793,0,12,0.0
328,4143.142718642988,42,0,1.0
23,4.187518878915807,0,11,0.0
24,19.108701925534536,1,14,0.0
20,10.827665352018027,1,14,0.0
21,7.972015097862858,0,9,0.0
22,2.8734103625037783,1,15,0.0
19,10.427608159525663,3,16,0.0
21,17.366827164148866,2,15,0.0
22,10.39609805981671,0,13,0.0
18,29.222382353711627,0,9,0.0
24,3.567707812530381,0,11,0.0
21,2.0717703525116855,1,10,0.0
22,5.2324894355089935,1,10,0.0
15,4.155220895290387,2,12,0.0
22,15.728156088659846,2,14,0.0
11,14.002943266900159,2,15,0.0
17,28.349566541541908,0,12,0.0
12,3.1197103126328503,2,17,0.0
18,11.109835747623668,1,10,0.0
15,12.354501489768733,0,10,0.0
22,5.763318590419014,0,15,0.0
19,0.8401312600671694,0,13,0.0
18,0.7840723644484237,0,15,0.0
18,1.101643549194253,2,11,0.0
851,2595.2841267708295,24,2,1.0
17,5.114201785450442,0,17,0.0
23,2.0346510251334675,1,13,0.0
24,35.92166260009256,0,14,0.0
20,7.239508357859227,1,10,0.0
24,9.108257257642823,1,10,0.0
24,28.782405196407158,3,9,0.0
23,2.1225570100557,1,13,0.0
24,6.149714248845541,3,11,0.0
22,9.857289822107594,1,10,0.0
18,1.8495617158605895,2,11,0.0
20,4.257475551903927,2,11,0.0
19,13.361048487108292,1,12,0.0
10,3.081171076850762,2,16,0.0
17,0.7826290217339418,0,16,0.0
18,11.543105249436946,0,10,0.0
27,21.90966347920705,0,15,0.0
19,8.733152423216204,2,9,0.0
21,9.75875818212531,2,9,0.0
22,14.539364905157763,1,16,0.0
21,7.2400280916214115,1,14,0.0
19,0.09139822497407572,0,13,0.0
18,1.825398744702175,2,16,0.0
24,2.9871176079183073,2,11,0.0
20,10.393342681449662,0,9,0.0
16,30.42069753215484,1,12,0.0
19,15.275059793523484,1,15,0.0
28,1.6179170719559097,1,14,0.0
17,0.9147602822482632,0,12,0.0
13,0.5303940438718154,3,15,0.0
14,7.173141242363849,1,17,0.0
24,2.996254782146343,2,16,0.0
21,13.02381382779661,0,9,0.0
19,1.4575044613225283,0,10,0.0
22,8.295102390152554,1,15,0.0
20,26.388348148913995,1,13,0.0
22,24.22966935059001,3,12,0.0
23,2.650840837639221,2,9,0.0
18,16.352548810867347,1,15,0.0
28,3.2112286103701893,3,15,0.0
11,12.120006785882092,2,10,0.0
23,0.13370187395304686,1,11,0.0
11,14.761024227580853,0,9,0.0
21,7.030186460483493,0,12,0.0
21,4.6281582282538185,0,13,0.0
19,1.4437098920670433,0,9,0.0
25,11.190795072251305,2,9,0.0
26,20.664156903706218,3,16,0.0
17,46.34101755230337,1,10,0.0
21,8.935623239443268,1,9,0.0
13,6.620616595849093,0,16,0.0
20,20.588123020419104,0,9,0.0
25,2.3836028768413504,1,15,0.0
17,8.157413262354238,1,10,0.0
18,2.729184732281616,0,13,0.0
21,9.768513387403301,0,13,0.0
16,0.578557332799298,0,14,0.0
24,13.19057106991787,1,13,0.0
22,6.29723648305585,1,16,0.0
24,12.06671168310167,0,17,0.0
16,11.276161011866513,0,16,0.0
26,7.1279101405241505,2,17,0.0
17,3.1974584480500132,1,15,0.0
23,1.0553274994126225,0,9,0.0
23,1.4579076650342595,0,15,0.0
786,4312.472754920067,41,23,1.0
18,0.9005175116264825,2,15,0.0
32,0.662409946287563,0,14,0.0
18,8.270338886506579,1,9,0.0
9,0.2017508788060096,2,12,0.0
18,10.687507237191177,1,11,0.0
25,2.3484433405544216,1,17,0.0
19,0.5258285857531576,3,16,0.0
23,12.076381380094311,3,17,0.0
14,7.724523487022353,3,17,0.0
793,2599.793381024811,14,20,1.0
443,4609.330718409878,19,21,1.0
24,5.113755556354032,0,15,0.0
20,6.895323203947223,0,16,0.0
21,1.3999150751418268,0,13,0.0
12,8.593080041840839,2,17,0.0
15,25.588170408302258,0,12,0.0
22,9.18273068755283,1,12,0.0
22,6.5427944366062185,1,15,0.0
17,10.312217588937724,2,9,0.0
22,4.40161060076273,2,12,0.0
22,2.063107767932955,1,12,0.0
15,18.10199918461819,0,11,0.0
9,12.285350410933006,1,13,0.0
19,0.7784894456788227,0,12,0.0
22,2.3065693647100898,1,17,0.0
13,35.00538206528463,2,13,0.0
18,16.931280315353632,0,9,0.0
16,21.18912348977063,1,12,0.0
33,11.945713180879817,0,12,0.0
15,1.8174372330358521,2,12,0.0
21,36.66699679510805,1,11,0.0
19,8.258669114197817,1,13,0.0
23,2.132131275156669,0,10,0.0
28,1.421059421907458,0,12,0.0
20,2.8212233914808724,1,15,0.0
21,8.618335144870423,1,10,0.0
30,44.24012812043892,2,14,0.0
24,1.601198497211068,1,16,0.0
16,8.343692995187888,2,16,0.0
24,9.450546149855406,2,12,0.0
23,7.712841710448314,1,16,0.0
19,11.640126414462555,1,14,0.0
12,10.38254694565454,2,10,0.0
18,4.720205888706231,1,15,0.0
16,19.142162628048737,0,12,0.0
15,35.10461721282547,0,17,0.0
27,3.702851098406572,1,11,0.0
12,9.071984360990504,0,13,0.0
17,2.221686339969181,0,14,0.0
16,7.298328070248495,2,15,0.0
25,12.82596094340716,1,13,0.0
24,22.057886916943296,0,16,0.0
30,33.76602397473874,3,12,0.0
13,2.5575014403376577,1,9,0.0
16,11.289186219185964,1,11,0.0
15,14.263818688932059,2,11,0.0
18,2.1403069541003954,1,16,0.0
16,2.687720454647362,1,11,0.0
14,1.7866768528615342,0,11,0.0
19,3.9732432540845726,1,12,0.0
14,0.6000251061428592,1,17,0.0
22,22.658358590423234,1,15,0.0
15,2.3800106695362913,1,10,0.0
18,4.932964606407559,0,11,0.0
17,1.0741514178209675,2,14,0.0
24,14.12047360170218,1,16,0.0
25,6.819517064981525,2,15,0.0
23,14.656022491982919,1,13,0.0
359,676.177449246851,31,20,1.0
12,1.1367336364613478,0,17,0.0
16,1.2499857540334465,2,15,0.0
463,1074.842435942101,41,0,1.0
28,10.228944477442631,0,16,0.0
29,5.974806837066781,0,12,0.0
15,1.38550386117638,1,9,0.0
29,17.027714516941884,2,11,0.0
20,20.17493424573146,1,15,0.0
25,10.48554376308141,0,15,0.0
19,3.4440915274741126,2,17,0.0
19,0.17114754765994378,1,10,0.0
12,11.49407485778765,1,16,0.0
18,25.15877712624293,0,9,0.0
